iter	Logloss
302	0.3728678088
303	0.372386172
304	0.3717937404
305	0.3714438067
306	0.3709426597
307	0.3705982009
308	0.3702231807
309	0.3695461037
310	0.3689873864
311	0.3684068584
312	0.3678870208
313	0.3673649951
314	0.3667495008
315	0.3664222291
316	0.3660500265
317	0.3656948378
318	0.3648839483
319	0.3644053651
320	0.363779105
321	0.3633152918
322	0.3629021907
323	0.3625914498
324	0.3623087802
325	0.3619654846
326	0.3616833953
327	0.3608443439
328	0.360494564
329	0.3600886418
330	0.359419327
331	0.3589924285
332	0.3587366935
333	0.3581667093
334	0.3575049326
335	0.3570891736
336	0.3565694135
337	0.3562198261
338	0.3554647027
339	0.3549817434
340	0.3547337755
341	0.3543338535
342	0.3539296769
343	0.3535825199
344	0.3527404425
345	0.3523670411
346	0.351713968
347	0.3512040582
348	0.350730146
349	0.3503927205
350	0.3500809487
351	0.3496917741
352	0.3492777498
353	0.3488038073
354	0.3483854331
355	0.3482314111
356	0.3477617614
357	0.3474987412
358	0.3471700367
359	0.3466868563
360	0.3462888286
361	0.3457424526
362	0.345252736
363	0.3446943041
364	0.3441834147
365	0.3437047031
366	0.3432288491
367	0.3428126036
368	0.3424075562
369	0.342125891
370	0.3415643879
371	0.3410295297
372	0.3405138701
373	0.3401193571
374	0.3397025479
375	0.3392560033
376	0.3387721131
377	0.3384088271
378	0.3378930184
379	0.3376521673
380	0.3373406753
381	0.3368530309
382	0.3362533585
383	0.335987112
384	0.3357337252
385	0.3351789786
386	0.3347797848
387	0.3343713139
388	0.3338238667
389	0.3334529474
390	0.3330346196
391	0.3325665351
392	0.3322749304
393	0.3317938291
394	0.331216943
395	0.3311722922
396	0.3307401914
397	0.3301754028
398	0.3300049577
399	0.3296333891
400	0.3290619372
401	0.328766323
402	0.328116582
403	0.327516231
404	0.3270159181
405	0.3265693551
406	0.3260321191
407	0.3256839143
408	0.3252435651
409	0.3247087369
410	0.3243144191
411	0.3238729563
412	0.3236507027
413	0.3232142931
414	0.3227133432
415	0.322054156
416	0.3217259284
417	0.3214471514
418	0.3211235731
419	0.3207822215
420	0.3203311279
421	0.3199530767
422	0.3195952901
423	0.319064603
424	0.318691727
425	0.3182790826
426	0.317809106
427	0.3175563904
428	0.3170935779
429	0.3166976308
430	0.3163188414
431	0.3159464781
432	0.3154376862
433	0.3151233753
434	0.3146314661
435	0.3143515986
436	0.3138997062
437	0.313579982
438	0.313417191
439	0.3130698271
440	0.312866168
441	0.3126782229
442	0.3121399868
443	0.311888602
444	0.311313905
445	0.3108694285
446	0.3106123936
447	0.3103784966
448	0.3101626276
449	0.3098447849
450	0.3093796313
451	0.3088410076
452	0.3084954532
453	0.3079863422
454	0.3077333971
455	0.307435364
456	0.3070833186
457	0.3067930343
458	0.3064980656
459	0.3061299373
460	0.3058533683
461	0.305436859
462	0.3051389636
463	0.3047058194
464	0.3044724574
465	0.303851719
466	0.3035716415
467	0.3033310993
468	0.3029595976
469	0.3025619639
470	0.3023226254
471	0.3020120044
472	0.3017966639
473	0.3016254729
474	0.3011607069
475	0.3007021209
476	0.3002807477
477	0.3001033693
478	0.2997938333
479	0.2995459398
480	0.2992225613
481	0.2989869348
482	0.2987152644
483	0.298327567
484	0.2979432832
485	0.2974905265
486	0.2971078004
487	0.2964762921
488	0.2961177752
489	0.2957021388
490	0.2954237722
491	0.2952305295
492	0.2949675659
493	0.2947724117
494	0.2942114386
495	0.293918632
496	0.29359661
497	0.2932256144
498	0.2927289886
499	0.2924054019
500	0.2921476245
501	0.2920325984
502	0.2918028647
503	0.2915846062
504	0.2913405273
505	0.2908822837
506	0.2906187358
507	0.2902649332
508	0.2899693597
509	0.289630509
510	0.2893779516
511	0.2889814088
512	0.2885898501
513	0.2881211486
514	0.2878155801
515	0.2875048647
516	0.2872859364
517	0.2867491997
518	0.2863585762
519	0.2858228637
520	0.2852930737
521	0.2847136903
522	0.2843820066
523	0.2840056894
524	0.2837206356
525	0.2833875595
526	0.2830359593
527	0.2826332944
528	0.2823476041
529	0.281756671
530	0.2812322419
531	0.2808805652
532	0.2803823617
533	0.2799529314
534	0.2795548785
535	0.279178767
536	0.2788453995
537	0.2785538777
538	0.2782719616
539	0.2778127635
540	0.2775336198
541	0.277290725
542	0.2770239656
543	0.2766819566
544	0.2762768173
545	0.2759996513
546	0.2756988781
547	0.2755073743
548	0.2751873765
549	0.2748929512
550	0.2746586748
551	0.2743811864
552	0.2739536539
553	0.2734860947
554	0.2731078095
555	0.2727966739
556	0.2723871883
557	0.271953895
558	0.2716459945
559	0.2713112022
560	0.2710528073
561	0.2707752224
562	0.2704355372
563	0.2701755668
564	0.2699439044
565	0.2695448491
566	0.2693471796
567	0.2691939808
568	0.2689996204
569	0.2686763658
570	0.2683920336
571	0.2680170475
572	0.2677353484
573	0.267487302
574	0.2670935149
575	0.266632545
576	0.2662980387
577	0.26596568
578	0.2655407425
579	0.2652963358
580	0.2651507996
581	0.2648766922
582	0.2646344788
583	0.2643924008
584	0.2640691406
585	0.2636960904
586	0.2633946793
587	0.2631777825
588	0.262890875
589	0.2624730279
590	0.2622586994
591	0.2620157733
592	0.2618853169
593	0.2614660744
594	0.2611754175
595	0.2608765394
596	0.2605726396
597	0.2603343162
598	0.2600207963
599	0.2598482234
600	0.2595964352
601	0.2591761103
602	0.259027243
603	0.2586879894
604	0.2584511926
605	0.2581440427
606	0.2579000913
607	0.2576053744
608	0.2572741525
609	0.2570339255
610	0.2567289739
611	0.2564193021
612	0.256043814
613	0.2557785711
614	0.2553923007
615	0.2551819087
616	0.255012277
617	0.2546723163
618	0.2544852685
619	0.2542036447
620	0.2538915889
621	0.2537008653
622	0.2532206888
623	0.2530550921
624	0.2528821749
625	0.2526613736
626	0.2523061505
627	0.2519174352
628	0.2514137465
629	0.2510848807
630	0.2506873125
631	0.2503811589
632	0.2501195971
633	0.2499157971
634	0.2496011839
635	0.249365902
636	0.2490186326
637	0.2487523353
638	0.2485653085
639	0.2483750703
640	0.2481820887
641	0.248017357
642	0.2476873117
643	0.2473673274
644	0.2471221043
645	0.2468598954
646	0.2466351493
647	0.2463982923
648	0.2460217914
649	0.2456932554
650	0.245519943
651	0.2451848968
652	0.244833717
653	0.2445989452
654	0.2442761724
655	0.2440423387
656	0.2437078519
657	0.2435471843
658	0.2432323669
659	0.2430866719
660	0.2427686935
661	0.2426085954
662	0.2423100708
663	0.2421188467
664	0.2418671468
665	0.2414848699
666	0.2412062961
667	0.2409621897
668	0.2406818133
669	0.2404485206
670	0.2401874395
671	0.2398884856
672	0.2395454507
673	0.2394003294
674	0.2392428647
675	0.2390547003
676	0.2388313075
677	0.2386163749
678	0.2383510351
679	0.2379229233
680	0.2375359545
681	0.2371683999
682	0.2370036468
683	0.2369929229
684	0.2367528012
685	0.236489603
686	0.2362649794
687	0.2359947741
688	0.2357285436
689	0.2354679018
690	0.2352472725
691	0.235020438
692	0.2347324413
693	0.2345787213
694	0.234236787
695	0.2340910847
696	0.2338782067
697	0.2334412117
698	0.2331638511
699	0.2329350448
700	0.2327195728
701	0.2323515072
702	0.2322171244
703	0.2320112967
704	0.231746162
705	0.2315412082
706	0.2311104178
707	0.2309588844
708	0.2306514999
709	0.230475656
710	0.2302692931
711	0.2299841485
712	0.2296856896
713	0.2291808055
714	0.2290643249
715	0.2289709794
716	0.2287358172
717	0.2283492808
718	0.2280309309
719	0.2276859735
720	0.2275533612
721	0.2273721052
722	0.227166867
723	0.2269311112
724	0.2266169112
725	0.2263363108
726	0.2260848652
727	0.2257814461
728	0.2255655937
729	0.2252591203
730	0.2249995608
731	0.224634111
732	0.2243177763
733	0.2241329317
734	0.2239391911
735	0.2237500026
736	0.2234499434
737	0.2232042607
738	0.222859855
739	0.2226718167
740	0.2223935239
741	0.2220550179
742	0.221788059
743	0.2214777275
744	0.2212354626
745	0.2209304589
746	0.2206714165
747	0.2204784869
748	0.2202178232
749	0.2198705079
750	0.2196860294
751	0.2193644874
752	0.2191219769
753	0.2187098094
754	0.2184170134
755	0.2180391765
756	0.2177939482
757	0.2174558226
758	0.2172409352
759	0.2170824711
760	0.2168804006
761	0.2166378806
762	0.21619916
763	0.2160736832
764	0.2156694158
765	0.2153784572
766	0.2151945552
767	0.2149658135
768	0.2146510431
769	0.214548856
770	0.2144259943
771	0.2141431493
772	0.213970136
773	0.2137621249
774	0.2135191015
775	0.2133031979
776	0.2130874404
777	0.2128152
778	0.2126742564
779	0.2125161598
780	0.2121971488
781	0.2120226082
782	0.2117826316
783	0.2115783378
784	0.2112374817
785	0.2109910702
786	0.2107128912
787	0.2104387084
788	0.2103126107
789	0.2099795017
790	0.2096603152
791	0.2094073747
792	0.2092172162
793	0.2090311987
794	0.2086830142
795	0.2085052723
796	0.2083775442
797	0.2080996052
798	0.2078354807
799	0.2076265371
800	0.2074046681
801	0.2072228114
802	0.2070240141
803	0.2068651591
804	0.2067015315
805	0.2064813419
806	0.2061745403
807	0.2059072679
808	0.205859373
809	0.2056878106
810	0.2055395654
811	0.2052678954
812	0.2050445924
813	0.2048485031
814	0.2045255486
815	0.2042901305
816	0.204126078
817	0.2039580396
818	0.2037964846
819	0.2036367491
820	0.2034084641
821	0.2032655114
822	0.2030788166
823	0.2028801665
824	0.202627704
825	0.2024208585
826	0.2021472205
827	0.2019136638
828	0.2017504299
829	0.2015772142
830	0.2012520911
831	0.2008814549
832	0.2007037363
833	0.2006167305
834	0.2003489971
835	0.2000911835
836	0.199875005
837	0.1995521518
838	0.1992322718
839	0.1991186476
840	0.1987452764
841	0.198580554
842	0.198249279
843	0.1980009457
844	0.1977414888
845	0.1975271901
846	0.1973039464
847	0.1971151977
848	0.1967725724
849	0.1965024401
850	0.1962900943
851	0.1961082215
852	0.1957116504
853	0.1954405976
854	0.1952386434
855	0.1949973764
856	0.1947738518
857	0.1945418353
858	0.1942940438
859	0.1940769692
860	0.1938190059
861	0.1934819319
862	0.1932416371
863	0.1930178099
864	0.1927761892
865	0.1925185383
866	0.1923700231
867	0.1920183858
868	0.1918430875
869	0.1914453611
870	0.1912795477
871	0.1909474536
872	0.1907382333
873	0.19045869
874	0.1902496855
875	0.1901481537
876	0.1898676279
877	0.1896874955
878	0.1894196938
879	0.1892723928
880	0.1890268955
881	0.1888600198
882	0.1886168662
883	0.1885253086
884	0.1882934862
885	0.1880708139
886	0.1878777019
887	0.1877002239
888	0.1875188805
889	0.1872351121
890	0.186839519
891	0.1864835032
892	0.1862205903
893	0.1859968671
894	0.1858330828
895	0.1856358133
896	0.1854529109
897	0.1851556205
898	0.1849271787
899	0.1847169887
900	0.1844764297
901	0.184256889
902	0.1840243896
903	0.1837163051
904	0.1834053517
905	0.1832272486
906	0.1829778037
907	0.1827303208
908	0.1824368296
909	0.1821441971
910	0.1819919331
911	0.1817677664
912	0.181439741
913	0.1811728943
914	0.1809829237
915	0.1808608565
916	0.1807291043
917	0.1805842129
918	0.1804696742
919	0.1803174212
920	0.1800765343
921	0.1798657635
922	0.1796018335
923	0.1792830676
924	0.1790982699
925	0.1789171706
926	0.1786951862
927	0.17847349
928	0.1782087653
929	0.1778250278
930	0.1776461426
931	0.1774717735
932	0.1771011408
933	0.1768479686
934	0.1766330039
935	0.176324559
936	0.176097362
937	0.1757030889
938	0.1754729035
939	0.1753172784
940	0.17510492
941	0.1749427339
942	0.1745873881
943	0.1743696034
944	0.1742035054
945	0.1739386408
946	0.1736854108
947	0.1734607746
948	0.1733223479
949	0.1730731831
950	0.1728145824
951	0.1726374455
952	0.1723976024
953	0.1722253014
954	0.1720170672
955	0.1718485839
956	0.1715929453
957	0.1714128783
958	0.1711903839
959	0.171049517
960	0.1708078425
961	0.1706667026
962	0.1704714348
963	0.1703255369
964	0.1701052858
965	0.1698336432
966	0.16963968
967	0.1694592114
968	0.1691493059
969	0.1688403818
970	0.1686509335
971	0.1683553343
972	0.1681321179
973	0.167901031
974	0.1676011114
975	0.1673078287
976	0.1671006982
977	0.1669635251
978	0.1667464011
979	0.1664671527
980	0.1661665768
981	0.1660701049
982	0.1657623738
983	0.1656474126
984	0.1654725985
985	0.1652627285
986	0.1649675268
987	0.1646052289
988	0.1643880576
989	0.164176648
990	0.1640355871
991	0.163902621
992	0.1636727758
993	0.1635613044
994	0.1633605059
995	0.1631304474
996	0.162966892
997	0.16261946
998	0.1623482543
999	0.1622499875
1000	0.1619822367
1001	0.161626199
1002	0.1614187157
1003	0.1610959275
1004	0.1609626339
1005	0.1606799386
1006	0.1605440386
1007	0.1604136011
1008	0.1601368433
1009	0.1599272348
1010	0.1596504836
1011	0.1594386459
1012	0.1592668365
1013	0.1590357119
1014	0.1587451949
1015	0.1585604484
1016	0.1583386262
1017	0.158180289
1018	0.1580360123
1019	0.1578211611
1020	0.1576247161
1021	0.157549767
1022	0.1574184945
1023	0.1572089131
1024	0.1570585528
1025	0.156846616
1026	0.1564715651
1027	0.1561788429
1028	0.1559486113
1029	0.1557342268
1030	0.1554846401
1031	0.1552867372
1032	0.1551154574
1033	0.1548612442
1034	0.1547234006
1035	0.1546136927
1036	0.1543399604
1037	0.1542095477
1038	0.1540550868
1039	0.1538271405
1040	0.1536235695
1041	0.1533973809
1042	0.1532104423
1043	0.1530799755
1044	0.1529801615
1045	0.152735048
1046	0.1525838125
1047	0.1523718183
1048	0.1522278524
1049	0.1520219683
1050	0.151866246
1051	0.1516836206
1052	0.1514895246
1053	0.1513656196
1054	0.1512211211
1055	0.1510668575
1056	0.1508067061
1057	0.1505450192
1058	0.1503621652
1059	0.1502016875
1060	0.1500153281
1061	0.149856316
1062	0.1496058832
1063	0.1493887837
1064	0.1492092446
1065	0.1489162718
1066	0.1487907596
1067	0.1485153915
1068	0.1484179113
1069	0.1482124553
1070	0.1479522408
1071	0.14783561
1072	0.1476639365
1073	0.1475005055
1074	0.1473246744
1075	0.1471933232
1076	0.1469258177
1077	0.1467711756
1078	0.1466462346
1079	0.146530948
1080	0.1463582473
1081	0.146224456
1082	0.14608227
1083	0.1458270694
1084	0.1456859177
1085	0.145564888
1086	0.1453647697
1087	0.1451608486
1088	0.1449835748
1089	0.1447794374
1090	0.1445341242
1091	0.1442920158
1092	0.1441180442
1093	0.1439049071
1094	0.143696704
1095	0.1434892685
1096	0.1434064653
1097	0.1432097255
1098	0.1429653322
1099	0.1427463309
1100	0.1425066513
1101	0.1424379307
1102	0.1421678661
1103	0.1420327528
1104	0.1418627173
1105	0.1416185365
1106	0.1414461561
1107	0.1412394938
1108	0.1410816017
1109	0.1408964318
1110	0.1406610112
1111	0.1405279439
1112	0.1404039386
1113	0.1401389031
1114	0.1398893703
1115	0.139835651
1116	0.1397055949
1117	0.1395176631
1118	0.1393838615
1119	0.1392582681
1120	0.1390550893
1121	0.1388018095
1122	0.1386581599
1123	0.1384173801
1124	0.1381918984
1125	0.1379654296
1126	0.1377871615
1127	0.1375922838
1128	0.1375279477
1129	0.137287752
1130	0.1371324432
1131	0.1368988074
1132	0.1366756924
1133	0.1365762833
1134	0.1363920814
1135	0.1362727958
1136	0.1361207376
1137	0.1357710702
1138	0.135571453
1139	0.1353847716
1140	0.1351449282
1141	0.1349411463
1142	0.1346804669
1143	0.1345442091
1144	0.1344218514
1145	0.1342999963
1146	0.1341461523
1147	0.1339669815
1148	0.1337963628
1149	0.1335877018
1150	0.1332877072
1151	0.1331952351
1152	0.1329874736
1153	0.1328682325
1154	0.1327244936
1155	0.1326203328
1156	0.132484971
1157	0.1323323516
1158	0.132252916
1159	0.1321135174
1160	0.1319646219
1161	0.1318462659
1162	0.1316687219
1163	0.1314496613
1164	0.1312188518
1165	0.1310955756
1166	0.1308882388
1167	0.1306030395
1168	0.13044522
1169	0.1302832579
1170	0.1301800851
1171	0.1299840749
1172	0.129740491
1173	0.129494364
1174	0.1292810273
1175	0.1290330048
1176	0.1289182619
1177	0.1287678638
1178	0.1285359625
1179	0.1284885282
1180	0.1283115212
1181	0.1281981215
1182	0.1280999157
1183	0.127997303
1184	0.1277761429
1185	0.127552189
1186	0.1273867714
1187	0.1271799532
1188	0.1269498591
1189	0.1267726423
1190	0.1267139236
1191	0.126558165
1192	0.1264148209
1193	0.1262671513
1194	0.1261431474
1195	0.1259411877
1196	0.1257377634
1197	0.1254933848
1198	0.1253972323
1199	0.1252394075
1200	0.1251082075
1201	0.1248980177
1202	0.1247391144
1203	0.1245546861
1204	0.1243994302
1205	0.1242930432
1206	0.1241036191
1207	0.1239091445
1208	0.1237410622
1209	0.1235545331
1210	0.123451299
1211	0.1232445391
1212	0.1230462195
1213	0.1229506469
1214	0.1228234071
1215	0.1226736423
1216	0.1225449042
1217	0.1224337248
1218	0.1222753288
1219	0.122070824
1220	0.1219721915
1221	0.1219010963
1222	0.1217300315
1223	0.1215202364
1224	0.1213805508
1225	0.1212462995
1226	0.1210537567
1227	0.1208924686
1228	0.1208505518
1229	0.1207007047
1230	0.1205647452
1231	0.1203736292
1232	0.1201856346
1233	0.1200168317
1234	0.1198197685
1235	0.1196360971
1236	0.1195077067
1237	0.1193125318
1238	0.1191239011
1239	0.1189613071
1240	0.1189005043
1241	0.1188471515
1242	0.1187353947
1243	0.1185509742
1244	0.1183828847
1245	0.1181458526
1246	0.1179616108
1247	0.1177582741
1248	0.1175613649
1249	0.1173681188
1250	0.1172580264
1251	0.1170374897
1252	0.1168224009
1253	0.1166519359
1254	0.1165149892
1255	0.116348082
1256	0.1161818112
1257	0.1160118901
1258	0.1158761519
1259	0.115762007
1260	0.1156290342
1261	0.1155178739
1262	0.1153577871
1263	0.1152123455
1264	0.1150629316
1265	0.114970736
1266	0.1148092797
1267	0.1147214142
1268	0.1146547125
1269	0.1145398103
1270	0.1144788864
1271	0.1142820492
1272	0.1141327282
1273	0.1139677317
1274	0.1138979644
1275	0.1137617089
1276	0.1137106013
1277	0.1135471948
1278	0.113398136
1279	0.1133123951
1280	0.1131574966
1281	0.112933938
1282	0.1127425867
1283	0.1126304968
1284	0.1124766205
1285	0.1122866808
1286	0.1121655546
1287	0.1120818174
1288	0.1120315191
1289	0.1119188282
1290	0.1117744514
1291	0.1115918703
1292	0.1115105637
1293	0.1113107963
1294	0.1112175703
1295	0.1110924334
1296	0.1109027367
1297	0.1107857983
1298	0.1106352666
1299	0.1104449742
1300	0.1103232022
1301	0.1101862189
1302	0.1100777733
1303	0.1099008669
1304	0.1097366461
1305	0.1095621535
1306	0.1094134857
1307	0.109331503
1308	0.1091593076
1309	0.1090777472
1310	0.1089521234
1311	0.1088512835
1312	0.1087907464
1313	0.1086286025
1314	0.1085334063
1315	0.1083656787
1316	0.1081900289
1317	0.1080418155
1318	0.1079629677
1319	0.1078039916
1320	0.1076350087
1321	0.1074626818
1322	0.1073128745
1323	0.1071829255
1324	0.1069859561
1325	0.1068756831
1326	0.1067459293
1327	0.1066050977
1328	0.1064691454
1329	0.1063997003
1330	0.1062802459
1331	0.1061858541
1332	0.1060559568
1333	0.1059180269
1334	0.1057457141
1335	0.10559556
1336	0.1054617437
1337	0.1053566735
1338	0.1053061605
1339	0.1051626061
1340	0.1049938256
1341	0.104870704
1342	0.1047042547
1343	0.1045941916
1344	0.104468309
1345	0.1043066983
1346	0.1041534351
1347	0.1040353679
1348	0.1039259801
1349	0.1037693916
1350	0.1037126623
1351	0.1035182257
1352	0.103397351
1353	0.1033126175
1354	0.1031572844
1355	0.1031171772
1356	0.1029584976
1357	0.1028373831
1358	0.1028089122
1359	0.1026808199
1360	0.102558435
1361	0.10250181
1362	0.1024379009
1363	0.1023217554
1364	0.1021450812
1365	0.101979601
1366	0.101863715
1367	0.101798072
1368	0.1016901501
1369	0.1015440985
1370	0.1014712743
1371	0.101352981
1372	0.1011881979
1373	0.1011431614
1374	0.1010142557
1375	0.1008258442
1376	0.1006773043
1377	0.1005988756
1378	0.1004765054
1379	0.1003722902
1380	0.100247551
1381	0.100086877
1382	0.09992086868
1383	0.09981820468
1384	0.09969096077
1385	0.09956222788
1386	0.09939141485
1387	0.09928614554
1388	0.09919025486
1389	0.0990792482
1390	0.09891352997
1391	0.09874762692
1392	0.09866868424
1393	0.09859556737
1394	0.09848433432
1395	0.09835937377
1396	0.09822287676
1397	0.09816955742
1398	0.09802872577
1399	0.09785038396
1400	0.09778113015
1401	0.0976353541
1402	0.0974686098
1403	0.09736370506
1404	0.0972665068
1405	0.09711980912
1406	0.09697592453
1407	0.09682187936
1408	0.09667920214
1409	0.09652571008
1410	0.0963895691
1411	0.09627376698
1412	0.09616289355
1413	0.09602871486
1414	0.09590594549
1415	0.09575553947
1416	0.09562928429
1417	0.09548773588
1418	0.09537671423
1419	0.09525641416
1420	0.09511831199
1421	0.09497986706
1422	0.09485898418
1423	0.09474370853
1424	0.09461903361
1425	0.09449946811
1426	0.09435527238
1427	0.09423088867
1428	0.09410333439
1429	0.09400081379
1430	0.09389215427
1431	0.09379338574
1432	0.09366350924
1433	0.09356486939
1434	0.09349623835
1435	0.09338011716
1436	0.09327307725
1437	0.09311723888
1438	0.0929801607
1439	0.09282320291
1440	0.09269762887
1441	0.09266479548
1442	0.09252864826
1443	0.09242413594
1444	0.09229744016
1445	0.09218697371
1446	0.09208945325
1447	0.09201928448
1448	0.09188564724
1449	0.09176687572
1450	0.09160057758
1451	0.0914886135
1452	0.09140562579
1453	0.09134055521
1454	0.09119960383
1455	0.0911057392
1456	0.09099592078
1457	0.09095653208
1458	0.09087459198
1459	0.09075464757
1460	0.09062312528
1461	0.0905648397
1462	0.09045191081
1463	0.0903575517
1464	0.09024251472
1465	0.09007924531
1466	0.08995129438
1467	0.08981060168
1468	0.08971233611
1469	0.08959370511
1470	0.08948699339
1471	0.0893554628
1472	0.08923672008
1473	0.08914791154
1474	0.0890362808
1475	0.088975164
1476	0.0888829551
1477	0.08877206683
1478	0.08865870399
1479	0.08856230289
1480	0.08840296223
1481	0.08831229504
1482	0.08822695079
1483	0.08813724088
1484	0.08803013791
1485	0.08792033983
1486	0.08789066256
1487	0.08779423583
1488	0.08768798466
1489	0.08763461502
1490	0.08752495733
1491	0.08738934379
1492	0.0873271471
1493	0.08720574602
1494	0.08708841587
1495	0.08696761726
1496	0.08686097257
1497	0.08673455717
1498	0.08667581229
1499	0.08659386949
1500	0.0864991143
1501	0.08636921783
1502	0.08627863767
1503	0.08615861508
1504	0.08604019046
1505	0.08596317237
1506	0.08586001383
1507	0.08582642058
1508	0.08573782184
1509	0.08570066936
1510	0.0856174221
1511	0.08551673333
1512	0.08544403242
