iter	Logloss
1513	0.08534114471
1514	0.08517062414
1515	0.08507431431
1516	0.08496295796
1517	0.08483590923
1518	0.08475592441
1519	0.08468587673
1520	0.08455013
1521	0.0844941926
1522	0.08443576974
1523	0.08432343702
1524	0.08420435366
1525	0.08405822053
1526	0.0839435428
1527	0.0838429873
1528	0.08373952854
1529	0.0836642171
1530	0.08359253371
1531	0.08348541233
1532	0.08340967107
1533	0.08329074241
1534	0.08319943253
1535	0.08307032448
1536	0.08298019766
1537	0.08289151135
1538	0.0827662616
1539	0.08263851111
1540	0.08249990687
1541	0.08247288008
1542	0.08241166092
1543	0.0823735308
1544	0.08228327079
1545	0.08218749664
1546	0.08208977752
1547	0.08200286055
1548	0.08195864461
1549	0.08183907063
1550	0.08171689632
1551	0.08164744111
1552	0.08157251863
1553	0.08149294996
1554	0.08137872156
1555	0.08129046242
1556	0.08120287291
1557	0.08105590928
1558	0.08096405491
1559	0.08092721211
1560	0.0808373955
1561	0.08075936402
1562	0.08064169416
1563	0.08055066091
1564	0.08046406365
1565	0.08033149651
1566	0.08023953891
1567	0.08016242863
1568	0.08001220973
1569	0.07996813695
1570	0.07984161409
1571	0.07978894852
1572	0.07966990613
1573	0.07958741021
1574	0.07953277792
1575	0.07945017325
1576	0.07934468784
1577	0.07920825708
1578	0.07914678731
1579	0.07906427137
1580	0.07895640223
1581	0.07887298763
1582	0.07881999538
1583	0.07872359557
1584	0.07860822676
1585	0.0785355718
1586	0.07843794817
1587	0.07834887657
1588	0.07821206542
1589	0.07810329962
1590	0.07798749372
1591	0.07789651312
1592	0.07775315911
1593	0.0776729376
1594	0.07761764899
1595	0.07756776878
1596	0.07747253526
1597	0.07735137097
1598	0.07730976919
1599	0.07720388045
